"year","month","ACLED_BRD_state","ACLED_BRD_nonstate","ACLED_BRD_total","Shape_Leng","Shape_Area","ADM3_EN","ADM3_PCODE","ADM3_REF","ADM3ALT1EN","ADM3ALT2EN","ADM2_EN","ADM2_PCODE","ADM1_EN","ADM1_PCODE","ADM0_EN","ADM0_PCODE","date","validOn","validTo","GID_0","GID_1","GID_2","GID_3"
2020,11,0,30,30,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2020,11,0,20,20,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2021,1,0,16,16,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2021,1,0,40,40,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2022,5,0,1,1,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2022,9,10,40,50,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2023,6,0,3,3,3.70387953724,0.243818810223,"Tahtay Adiyabo","ET010101",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010101"
2020,11,0,5,5,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2020,12,0,3,3,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2022,8,4,0,4,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2022,9,4,0,4,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2022,10,3,0,3,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2022,11,0,5,5,2.38619318374,0.0720648404202,"Tahtay Koraro","ET010104",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010104"
2020,11,0,16,16,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2022,1,56,0,56,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2022,8,6,0,6,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2022,10,0,1,1,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2024,1,0,1,1,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2024,4,0,22,22,2.3259311645,0.131167990424,"Asgede","ET010105",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010105"
2021,7,6,0,6,2.54835182375,0.161034037877,"Tselemti","ET010106",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010106"
2021,8,0,2,2,2.54835182375,0.161034037877,"Tselemti","ET010106",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010106"
2022,1,3,0,3,2.54835182375,0.161034037877,"Tselemti","ET010106",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010106"
2021,2,0,1,1,1.384169098,0.0334417970774,"Selekleka","ET010109",NA,"Laelay Koraro",NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010109"
2021,4,33,0,33,1.384169098,0.0334417970774,"Selekleka","ET010109",NA,"Laelay Koraro",NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010109"
2021,6,10,0,10,1.384169098,0.0334417970774,"Selekleka","ET010109",NA,"Laelay Koraro",NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010109"
2021,6,25,0,25,0.723731774859,0.00850339214001,"Adi Daero","ET010111",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010111"
2022,9,5,0,5,0.723731774859,0.00850339214001,"Adi Daero","ET010111",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010111"
2022,10,50,0,50,0.723731774859,0.00850339214001,"Adi Daero","ET010111",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010111"
2022,5,0,120,120,1.76751043749,0.0761943310988,"Adi Hageray","ET010112",NA,"Maekel Adiyabo",NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010112"
2021,1,30,0,30,1.61501827363,0.0839023783538,"Tsimbla","ET010113",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010113"
2023,9,1,0,1,0.0766865831524,0.000263047194408,"Endabaguna town","ET010114",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010114"
2021,7,1,0,1,0.102785574222,0.000362942008421,"May Tsebri town","ET010116",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010116"
2021,8,46,0,46,0.102785574222,0.000362942008421,"May Tsebri town","ET010116",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010116"
2021,9,64,0,64,0.102785574222,0.000362942008421,"May Tsebri town","ET010116",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010116"
2022,1,17,0,17,0.102785574222,0.000362942008421,"May Tsebri town","ET010116",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010116"
2022,9,32,0,32,0.102785574222,0.000362942008421,"May Tsebri town","ET010116",NA,NA,NA,"North Western","ET0101","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0101","ET010116"
2020,11,14,1,15,1.55119287954,0.0385129512057,"Aheferom","ET010202",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010202"
2022,10,0,7,7,1.63767468487,0.0551181506573,"Adwa","ET010204",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010204"
2022,10,0,160,160,1.63767468487,0.0551181506573,"Adwa","ET010204",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010204"
2024,7,0,1,1,1.38395377109,0.0513061639555,"Adet","ET010207",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010207"
2021,1,11,0,11,1.16004749096,0.0409486637744,"Naeder","ET010209",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010209"
2021,6,111,0,111,1.63855421399,0.0940256548535,"Abergele (TG)","ET010210",NA,"Abergele Yechila",NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010210"
2021,6,3,0,3,1.63855421399,0.0940256548535,"Abergele (TG)","ET010210",NA,"Abergele Yechila",NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010210"
2020,11,40,0,40,0.223111699352,0.00228599075708,"Adwa town","ET010212",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010212"
2020,12,0,1,1,0.223111699352,0.00228599075708,"Adwa town","ET010212",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010212"
2021,4,0,9,9,0.223111699352,0.00228599075708,"Adwa town","ET010212",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010212"
2021,6,10,0,10,0.223111699352,0.00228599075708,"Adwa town","ET010212",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010212"
2022,10,20,0,20,0.223111699352,0.00228599075708,"Adwa town","ET010212",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010212"
2020,11,29,221,250,0.155134048032,0.00151782205991,"Axum town","ET010213",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010213"
2021,4,0,1,1,0.155134048032,0.00151782205991,"Axum town","ET010213",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010213"
2022,10,5,0,5,0.155134048032,0.00151782205991,"Axum town","ET010213",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010213"
2022,11,0,4,4,0.155134048032,0.00151782205991,"Axum town","ET010213",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010213"
2022,10,0,10,10,1.08062558004,0.0400984965101,"Rama","ET010214",NA,"Rama Adi Arbaeta",NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010214"
2020,11,0,21,21,1.20326486539,0.0385777755898,"Endafelasi","ET010218",NA,"Maikinetal",NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010218"
2020,11,0,10,10,1.44025860388,0.0331110846546,"Emba Sieneti","ET010219",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010219"
2024,1,1,0,1,1.44025860388,0.0331110846546,"Emba Sieneti","ET010219",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010219"
2020,12,23,2,25,1.53850361955,0.0597868861411,"Keyhe tekli","ET010221",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010221"
2021,4,1,10,11,1.53850361955,0.0597868861411,"Keyhe tekli","ET010221",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010221"
2022,9,2,0,2,1.53850361955,0.0597868861411,"Keyhe tekli","ET010221",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010221"
2022,9,3,0,3,1.05551363694,0.0310120140202,"Tanqua Melashe","ET010222",NA,NA,NA,"Central","ET0102","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0102","ET010222"
2021,1,0,38,38,1.62120028236,0.0424155918876,"Gulo Mekeda","ET010301",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010301"
2022,8,10,0,10,1.62120028236,0.0424155918876,"Gulo Mekeda","ET010301",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010301"
2022,9,10,0,10,1.62120028236,0.0424155918876,"Gulo Mekeda","ET010301",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010301"
2022,10,8,0,8,1.62120028236,0.0424155918876,"Gulo Mekeda","ET010301",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010301"
2023,11,0,7,7,1.62120028236,0.0424155918876,"Gulo Mekeda","ET010301",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010301"
2020,12,0,1,1,1.59307037097,0.0770511805301,"Erob","ET010302",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010302"
2021,1,0,27,27,1.59307037097,0.0770511805301,"Erob","ET010302",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010302"
2022,8,10,0,10,1.59307037097,0.0770511805301,"Erob","ET010302",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010302"
2022,9,10,0,10,1.59307037097,0.0770511805301,"Erob","ET010302",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010302"
2022,10,10,0,10,1.59307037097,0.0770511805301,"Erob","ET010302",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010302"
2020,11,0,83,83,1.5796426096,0.0507823218709,"Saesie","ET010303",NA,"Sewha",NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010303"
2020,12,0,82,82,1.5796426096,0.0507823218709,"Saesie","ET010303",NA,"Sewha",NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010303"
2021,2,0,6,6,1.5796426096,0.0507823218709,"Saesie","ET010303",NA,"Sewha",NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010303"
2021,3,0,3,3,1.87211629235,0.0389676638614,"Ganta Afeshum","ET010304",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010304"
2022,11,0,1,1,1.87211629235,0.0389676638614,"Ganta Afeshum","ET010304",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010304"
2021,5,0,19,19,1.84524603524,0.061871643197,"Hawzen","ET010305",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010305"
2020,11,0,164,164,1.87437180562,0.0429185328795,"Kelete Awelallo","ET010306",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010306"
2016,6,30,0,30,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2017,12,0,1,1,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2020,11,132,12,144,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2021,1,0,1,1,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2021,5,3,0,3,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2021,6,0,10,10,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2022,9,0,5,5,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2022,11,0,5,5,0.205092150708,0.00161875512079,"Adigrat town","ET010308",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010308"
2020,12,0,81,81,0.214632788921,0.00170496331895,"Wukro town","ET010309",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010309"
2021,2,18,1,19,0.214632788921,0.00170496331895,"Wukro town","ET010309",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010309"
2021,6,25,0,25,0.214632788921,0.00170496331895,"Wukro town","ET010309",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010309"
2022,9,4,0,4,0.214632788921,0.00170496331895,"Wukro town","ET010309",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010309"
2020,11,0,22,22,0.0639753290949,0.000242620511194,"Edaga Hamus town","ET010311",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010311"
2020,12,0,20,20,0.0639753290949,0.000242620511194,"Edaga Hamus town","ET010311",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010311"
2020,12,0,3,3,0.0738519346329,0.000342292716445,"Hawzen town","ET010312",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010312"
2021,4,4,0,4,0.0738519346329,0.000342292716445,"Hawzen town","ET010312",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010312"
2021,5,0,3,3,0.0738519346329,0.000342292716445,"Hawzen town","ET010312",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010312"
2021,6,25,0,25,0.0738519346329,0.000342292716445,"Hawzen town","ET010312",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010312"
2021,3,14,0,14,0.072642665244,0.00025813941345,"Freweyni town","ET010313",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010313"
2021,6,25,0,25,1.75502498326,0.0784422102235,"Agulae","ET010316",NA,"Tsirae Wenberta",NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010316"
2021,10,10,0,10,1.75502498326,0.0784422102235,"Agulae","ET010316",NA,"Tsirae Wenberta",NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010316"
2018,8,0,3,3,0.0688629313189,0.000259722367701,"Zala Anbesa town","ET010318",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010318"
2020,11,0,240,240,0.0688629313189,0.000259722367701,"Zala Anbesa town","ET010318",NA,NA,NA,"Eastern","ET0103","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0103","ET010318"
2021,1,101,0,101,0.637307941926,0.0155474042764,"Bora (TG)","ET010402",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010402"
2021,5,10,0,10,0.573205426264,0.0140321800525,"Neqsege","ET010403",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010403"
2021,12,2,0,2,1.28047125554,0.0376725397198,"Endamehoni","ET010405",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010405"
2021,6,0,1,1,2.01913929257,0.0907779513003,"Raya Azebo","ET010406",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010406"
2024,5,0,7,7,2.01913929257,0.0907779513003,"Raya Azebo","ET010406",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010406"
2022,6,6,0,6,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2022,10,4,0,4,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2022,10,2,0,2,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2022,10,5,0,5,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2024,4,1,0,1,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2024,6,0,1,1,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2025,3,10,0,10,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2025,4,0,1,1,1.77065920136,0.058669277859,"Raya Alamata","ET010407",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010407"
2021,3,80,0,80,1.62952772072,0.0530459759762,"Ofla","ET010408",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010408"
2021,5,10,0,10,1.62952772072,0.0530459759762,"Ofla","ET010408",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010408"
2024,4,0,6,6,1.62952772072,0.0530459759762,"Ofla","ET010408",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010408"
2025,4,0,3,3,1.62952772072,0.0530459759762,"Ofla","ET010408",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010408"
2018,9,2,0,2,0.159955461288,0.00134936125241,"Maichew town","ET010409",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010409"
2018,10,4,0,4,0.159955461288,0.00134936125241,"Maichew town","ET010409",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010409"
2020,11,33,0,33,0.159955461288,0.00134936125241,"Maichew town","ET010409",NA,NA,NA,"Southern","ET0104","Tigray","ET01","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET01","ET0104","ET010409"
