"year","month","ACLED_BRD_state","ACLED_BRD_nonstate","ACLED_BRD_total","Shape_Leng","Shape_Area","ADM3_EN","ADM3_PCODE","ADM3_REF","ADM3ALT1EN","ADM3ALT2EN","ADM2_EN","ADM2_PCODE","ADM1_EN","ADM1_PCODE","ADM0_EN","ADM0_PCODE","date","validOn","validTo","GID_0","GID_1","GID_2","GID_3"
2023,9,4,0,4,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2023,12,2,0,2,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,2,1,16,17,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,3,7,10,17,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,6,1,0,1,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,9,0,2,2,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,10,3,0,3,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2024,12,19,0,19,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2025,1,1,0,1,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2025,6,20,0,20,0.166185747976,0.000818901064532,"Shoa Robit","ET030595",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030595"
2020,3,0,3,3,0.0953360954969,0.000331261288625,"Mehale Meda town","ET030597",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030597"
2021,11,5,2,7,0.0953360954969,0.000331261288625,"Mehale Meda town","ET030597",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030597"
2024,6,13,0,13,0.0953360954969,0.000331261288625,"Mehale Meda town","ET030597",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030597"
2021,3,175,0,175,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2021,4,28,29,57,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2021,11,13,9,22,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2023,1,2,0,2,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2023,11,10,0,10,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2023,12,2,0,2,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2024,3,0,11,11,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2025,3,4,0,4,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2025,6,0,10,10,0.100422082423,0.00049786913399,"Ataye town","ET030598",NA,NA,NA,"North Shewa (AM)","ET0305","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0305","ET030598"
2023,9,17,0,17,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2023,11,33,0,33,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,3,10,0,10,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,5,4,0,4,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,7,10,0,10,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,9,13,0,13,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,9,3,0,3,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,10,10,0,10,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,10,8,0,8,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2024,11,20,0,20,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2025,1,2,0,2,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2025,3,1,0,1,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2025,4,15,0,15,1.38215927027,0.033064351545,"Bibugn","ET030601",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030601"
2022,3,4,0,4,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2022,5,2,0,2,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2023,11,3,0,3,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,4,10,0,10,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,4,0,1,1,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,4,4,0,4,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,5,3,0,3,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,1,0,1,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,5,0,5,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,8,0,8,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,5,0,5,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,10,0,10,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,1,0,1,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,6,2,0,2,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,7,1,0,1,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,10,37,0,37,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,12,2,0,2,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,12,6,0,6,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2025,6,3,0,3,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2025,6,17,0,17,2.2271094826,0.123312898317,"Hulet Ej Enese","ET030602",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030602"
2024,4,10,0,10,1.1498702048,0.0373585665942,"Goncha Siso Enebse","ET030603",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030603"
2024,8,10,0,10,1.1498702048,0.0373585665942,"Goncha Siso Enebse","ET030603",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030603"
2025,1,3,0,3,1.1498702048,0.0373585665942,"Goncha Siso Enebse","ET030603",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030603"
2025,3,2,0,2,1.1498702048,0.0373585665942,"Goncha Siso Enebse","ET030603",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030603"
2024,3,15,0,15,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2024,8,1,0,1,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2024,8,1,0,1,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2024,9,10,0,10,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2025,1,1,0,1,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2025,1,10,0,10,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2025,3,5,0,5,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2025,4,0,3,3,1.46794383826,0.0878086658134,"Enebse Sarmder","ET030604",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030604"
2024,8,10,0,10,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2024,9,10,0,10,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2024,10,10,0,10,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2024,10,13,0,13,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2025,2,10,0,10,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2025,4,100,0,100,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2025,6,1,0,1,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2025,6,1,0,1,1.55162114148,0.0768618783886,"Enarj Enawga","ET030605",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030605"
2024,8,3,0,3,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2024,8,13,0,13,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2024,10,3,0,3,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2024,11,3,0,3,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2024,11,6,0,6,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2025,5,3,0,3,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2025,6,2,0,2,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2025,6,2,0,2,1.65813421733,0.0602845818057,"Enemay","ET030606",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030606"
2024,3,5,0,5,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2024,10,31,0,31,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2024,10,20,0,20,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2024,11,3,0,3,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2024,11,1,0,1,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2025,3,1,0,1,1.2986062511,0.0517447422192,"Debay Telatgen","ET030607",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030607"
2023,5,10,0,10,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2024,7,20,0,20,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2024,12,45,0,45,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2025,1,2,0,2,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2025,3,1,0,1,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2025,4,1,0,1,1.68504646581,0.098425609632,"Debre Elias","ET030608",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030608"
2023,2,0,2,2,1.91643669639,0.0606661284072,"Michakel","ET030609",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030609"
2024,9,3,0,3,1.91643669639,0.0606661284072,"Michakel","ET030609",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030609"
2024,3,3,0,3,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,3,0,2,2,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,11,3,0,3,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,11,3,0,3,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,11,3,0,3,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,12,3,0,3,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2024,12,0,2,2,2.64777609205,0.0971780284099,"Guzamn","ET030610",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030610"
2023,8,3,0,3,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2023,11,3,0,3,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2023,12,9,0,9,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,2,20,0,20,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,3,1,0,1,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,6,2,0,2,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,9,1,0,1,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,9,2,0,2,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,11,7,0,7,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2025,1,12,0,12,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2025,6,5,0,5,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2025,6,5,0,5,1.48641449201,0.094468653892,"Baso Liben","ET030611",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030611"
2024,4,3,0,3,1.74846004724,0.0667677070866,"Awabel","ET030612",NA,NA,NA,"East Gojam","ET0306","Amhara","ET03","Ethiopia","ET",2021-12-09,2021-12-14,NA,"ETH","ET03","ET0306","ET030612"
